BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,BALANCE_CAT,UTILIZATION,UTIL_CAT,PAYMENT_EFF,SPENDING_INTENSITY,TOTAL_TRX,LOG_PURCHASES,LOG_CASH_ADVANCE,Cluster
15.236618,0.272727,161.5,161.5,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,1.0,3000.0,912.737392,114.337421,0.0,12.0,Low,0.005078872666666667,Low,7.913627546778595,9.94665268345908,1.0,5.090678001769792,0.0,1
153.003135,1.0,96.2,0.0,96.2,0.0,0.833333,0.0,0.833333,0.0,0.0,10.0,9000.0,326.168469,202.58767,0.0,12.0,Low,0.01700034833333333,Low,1.602103256056715,0.6246626083293695,10.0,4.576770711466393,0.0,1
248.200613,1.0,2329.12,1567.22,761.9,0.0,1.0,0.916667,0.583333,0.0,0.0,31.0,5500.0,812.097275,231.774034,0.166667,12.0,Low,0.045127384181818185,Low,3.488779487320308,9.34636545215882,31.0,7.753675047379479,0.0,1
1466.91925,1.0,0.0,0.0,0.0,37.691257,0.0,0.0,0.0,0.166667,2.0,0.0,1500.0,323.642185,429.538368,0.0,12.0,Medium,0.9779461666666666,High,0.7517150829168378,0.0,2.0,0.0,3.6556136571999143,3
1777.056105,1.0,1083.12,0.0,1083.12,0.0,1.0,0.0,1.0,0.0,0.0,24.0,4000.0,383.231247,659.560532,0.0,12.0,High,0.44426402625,Medium,0.5801606793546666,0.6091596305393299,24.0,6.988523876979687,0.0,1
475.171266,0.727273,1155.4,1155.4,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,2000.0,1264.974166,116.244107,0.0,12.0,Medium,0.237585633,Low,10.789234515641796,2.4264378859013305,1.0,7.0530670101421915,0.0,1
1117.683394,0.909091,45.65,45.65,0.0,0.0,0.090909,0.090909,0.0,0.0,0.0,1.0,1200.0,287.581425,371.232319,0.0,11.0,Medium,0.9314028283333332,High,0.7725858565225767,0.040806898756914955,1.0,3.8426729272933526,0.0,3
6891.424677,1.0,4399.07,3705.13,693.94,1838.093797,1.0,1.0,0.333333,0.25,4.0,80.0,11150.0,1834.501318,1864.863139,0.0,12.0,High,0.6180649934529148,Medium,0.9831917891808463,0.6382470909953768,84.0,8.389375728870712,7.517028227653833,0
14.68344,0.363636,67.44,67.44,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,4000.0,82.000743,57.564463,0.0,12.0,Low,0.0036708599999999997,Low,1.4001792008235436,4.300077023918222,1.0,4.225957449023992,0.0,1
1475.973063,1.0,181.63,181.63,0.0,2252.747969,0.916667,0.916667,0.0,0.5,17.0,13.0,1800.0,2588.459613,960.647101,0.083333,12.0,Medium,0.819985035,High,2.6916938763797096,0.12297448379395394,30.0,5.20746224820395,7.720349873352395,3
986.583117,0.727273,0.0,0.0,0.0,1350.155793,0.0,0.0,0.0,0.090909,1.0,0.0,1500.0,276.229102,362.442402,0.0,11.0,Medium,0.657722078,Medium,0.7600354292177499,0.0,1.0,0.0,7.208715648114096,3
955.41412,1.0,0.0,0.0,0.0,1145.252721,0.0,0.0,0.0,0.25,4.0,0.0,1200.0,1402.659723,372.641361,0.0,12.0,Medium,0.7961784333333334,High,3.7540269076367054,0.0,4.0,0.0,7.044253397395556,3
447.808002,1.0,1593.29,214.2,1379.09,0.0,1.0,0.25,0.916667,0.0,0.0,36.0,7000.0,1660.750541,188.340279,0.0,12.0,Medium,0.0639725717142857,Low,8.771247986805808,3.550048111664462,36.0,7.374183775048419,0.0,1
3304.423662,1.0,0.0,0.0,0.0,1270.287892,0.0,0.0,0.0,0.416667,9.0,0.0,7000.0,1026.076088,1478.485801,0.0,12.0,High,0.4720605231428572,Medium,0.6935356103495312,0.0,9.0,0.0,7.147785753801543,3
1135.629139,1.0,398.64,0.0,398.64,0.0,1.0,0.0,1.0,0.0,0.0,12.0,1500.0,364.300862,449.07262,0.0,12.0,Medium,0.7570860926666666,High,0.8094268476051709,0.3507212566719179,12.0,5.990564141864818,0.0,3
933.150722,0.727273,0.0,0.0,0.0,1374.764359,0.0,0.0,0.0,0.090909,1.0,0.0,1500.0,360.729411,335.993476,0.0,11.0,Medium,0.6221004813333333,Medium,1.070434405086228,0.0,1.0,0.0,7.226764753101465,3
1055.369866,0.545455,0.0,0.0,0.0,3776.644822,0.0,0.0,0.0,0.166667,2.0,0.0,6000.0,2924.470714,195.294122,0.0,12.0,Medium,0.17589497766666667,Low,14.898412057392122,0.0,2.0,0.0,8.23685603146628,3
5897.491823,1.0,0.0,0.0,0.0,3318.487381,0.0,0.0,0.0,0.333333,8.0,0.0,7500.0,1417.970244,1809.974326,0.0,12.0,High,0.7863322430666667,High,0.7829874911213954,0.0,8.0,0.0,8.107565646675862,4
0.0,0.0,176.03,176.03,0.0,0.0,0.125,0.125,0.0,0.0,0.0,1.0,7000.0,0.0,864.2065423050828,0.0,8.0,Low,0.0,,0.0,176.03,1.0,5.176319209737187,0.0,1
21.377711,0.636364,312.1,0.0,312.1,0.0,0.583333,0.0,0.583333,0.0,0.0,7.0,2000.0,497.127166,145.605731,1.0,12.0,Low,0.0106888555,Low,3.3909122283903077,13.946913515864066,7.0,5.74652262833236,0.0,1
4920.036231,1.0,1562.43,249.24,1313.19,0.0,1.0,0.25,1.0,0.0,0.0,42.0,13000.0,1851.996908,1178.476722,0.0,12.0,High,0.37846432546153846,Medium,1.5701852130321228,0.31750020253000655,42.0,7.354637404549291,0.0,1
4071.792166,1.0,1721.66,551.17,1170.49,0.0,1.0,0.5,1.0,0.0,0.0,27.0,10000.0,1065.894938,1173.307383,0.0,12.0,High,0.4071792166,Medium,0.9076796701021846,0.42272228236259085,27.0,7.451624886817799,0.0,1
1138.534442,1.0,8665.38,6120.4,2544.98,0.0,1.0,1.0,1.0,0.0,0.0,104.0,9500.0,8216.880805,240.601287,0.166667,12.0,Medium,0.1198457307368421,Low,34.010087061332584,7.604316008905679,104.0,9.06720645086538,0.0,0
1158.67621,0.909091,1036.68,150.0,886.68,1789.779133,0.916667,0.083333,0.833333,0.333333,11.0,22.0,1700.0,2790.066228,1281.453534,0.0,12.0,Medium,0.6815742411764706,Medium,2.1755690588630716,0.8939391797991614,33.0,6.9447427310324175,7.4904060739647695,3
2093.844656,1.0,0.0,0.0,0.0,1307.898095,0.0,0.0,0.0,0.083333,2.0,0.0,3000.0,470.841807,912.479272,0.0,12.0,High,0.6979482186666668,Medium,0.5154378664434545,0.0,2.0,0.0,7.176940913376033,3
299.464702,1.0,1439.49,593.0,846.49,0.0,1.0,0.166667,1.0,0.0,0.0,31.0,6000.0,1323.74446,200.986504,0.0,12.0,Medium,0.04991078366666667,Low,6.553628256272012,4.790878896649897,31.0,7.272738612466471,0.0,1
21.928045,0.909091,190.45,190.45,0.0,49.196465,0.166667,0.166667,0.0,0.083333,1.0,2.0,8500.0,155.609598,66.465635,0.0,12.0,Low,0.00257977,Low,2.3065016433922247,8.306421240886433,3.0,5.254626677923303,3.9159446058915037,1
657.223335,0.857143,1151.91,615.85,536.06,442.688396,0.714286,0.285714,0.571429,0.285714,2.0,13.0,1000.0,632.225833,350.841821,0.2,7.0,Medium,0.6572233350000001,Medium,1.7969035949254026,1.750029114358275,15.0,7.050044459980457,6.095122505236923,3
74.34204,1.0,724.52,200.0,524.52,0.0,1.0,0.083333,1.0,0.0,0.0,13.0,4000.0,529.362717,189.362616,0.916667,12.0,Low,0.01858551,Low,2.7808123681174877,9.616410705099039,13.0,6.586888639139312,0.0,1
2664.700424,1.0,715.51,109.0,606.51,494.573662,0.75,0.083333,0.583333,0.083333,1.0,11.0,3500.0,918.003032,792.902894,0.0,12.0,High,0.7613429782857143,High,1.156316520493752,0.26841350721861906,12.0,6.5743922039049565,6.2057160046785675,3
900.482738,1.0,0.0,0.0,0.0,77.012362,0.0,0.0,0.0,0.083333,1.0,0.0,1000.0,197.631228,214.62422,0.0,12.0,Medium,0.900482738,High,0.9165539381429414,0.0,1.0,0.0,4.356867301311313,3
1146.202492,1.0,0.0,0.0,0.0,58.697369,0.0,0.0,0.0,0.25,3.0,0.0,1200.0,290.331406,353.360027,0.0,12.0,Medium,0.9551687433333332,High,0.8193119536024869,0.0,3.0,0.0,4.089287949075671,3
9.72453,0.272727,158.34,0.0,158.34,0.0,0.333333,0.0,0.333333,0.0,0.0,4.0,6000.0,182.175514,55.480481,0.363636,12.0,Low,0.001620755,Low,3.2254596769457398,14.76428337652093,4.0,5.07104028395222,0.0,1
3037.608728,1.0,173.48,173.48,0.0,382.582455,0.166667,0.166667,0.0,0.166667,6.0,3.0,3000.0,869.253948,4682.965732,0.0,12.0,High,1.0125362426666666,Very High,0.18558076590129932,0.05709191789039052,9.0,5.161810121893374,5.949554604215627,3
25.184241,0.181818,0.0,0.0,0.0,519.538738,0.0,0.0,0.0,0.083333,5.0,0.0,6000.0,2161.530837,55.542128,1.0,12.0,Low,0.0041973735,Low,38.22867857042805,0.0,5.0,0.0,6.25486430987739,3
1100.941072,1.0,117.32,117.32,0.0,5573.767921,0.25,0.25,0.0,0.5,7.0,3.0,1500.0,4017.742718,273.139411,0.111111,12.0,Medium,0.7339607146666667,High,14.655837711710848,0.10646667320155935,10.0,4.773392818402544,8.62600596694165,3
64.078171,0.909091,1049.0,0.0,1049.0,0.0,1.0,0.0,1.0,0.0,0.0,14.0,5000.0,1072.021707,153.531842,0.727273,12.0,Low,0.0128156342,Low,6.937222083976712,16.119076241402052,14.0,6.956545443151569,0.0,1
1.059425,0.363636,23.91,23.91,0.0,0.0,0.333333,0.333333,0.0,0.0,0.0,4.0,15500.0,31.845894,22.081988,0.111111,12.0,Low,6.835000000000001e-05,Low,1.3796859265328447,11.61003678211151,4.0,3.215269329274089,0.0,1
1095.041551,1.0,1132.36,377.44,754.92,0.0,1.0,0.333333,1.0,0.0,0.0,43.0,2500.0,410.973222,405.230106,0.0,12.0,Medium,0.4380166204,Medium,1.0116759342302415,1.033136014749499,43.0,7.032941951071096,0.0,1
234.700486,1.0,82.0,82.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,4200.0,350.773984,215.834479,0.0,12.0,Low,0.0558810680952381,Low,1.6177039076889612,0.3478991553712791,2.0,4.418840607796598,0.0,1
7156.345546,1.0,0.0,0.0,0.0,2506.083985,0.0,0.0,0.0,0.25,6.0,0.0,18000.0,3447.733455,1608.111732,0.0,12.0,High,0.3975747525555555,Medium,2.1426314819759202,0.0,6.0,0.0,7.826875597796616,4
1435.703308,1.0,664.61,45.7,618.91,945.736707,0.666667,0.083333,0.5,0.166667,3.0,15.0,7500.0,453.692206,358.574883,0.0,12.0,Medium,0.19142710773333335,Low,1.2617460992123857,0.4625937702650574,18.0,6.5007039134326,6.853021026017899,1
325.024091,1.0,2251.62,1964.05,287.57,141.021854,0.916667,0.666667,0.5,0.083333,1.0,20.0,9500.0,2258.1657,169.123707,0.888889,12.0,Medium,0.034213062210526314,Low,13.273668554612438,6.906299448895633,21.0,7.719849262203321,4.955980947168104,1
4395.237251,1.0,2514.3,985.11,1529.19,0.0,1.0,0.666667,1.0,0.0,0.0,32.0,5000.0,2095.014385,1960.982734,0.0,12.0,High,0.8790474501999999,High,1.0678047001610362,0.5719209079146217,32.0,7.830147359714268,0.0,3
25.379719,0.571429,179.0,0.0,179.0,0.0,0.857143,0.0,0.714286,0.0,0.0,6.0,4000.0,308.793382,73.19845,0.0,7.0,Low,0.0063449297500000005,Low,4.16172281226899,6.785515797192533,6.0,5.19295685089021,0.0,1
400.69973,1.0,3108.01,0.0,3108.01,0.0,1.0,0.0,1.0,0.0,0.0,16.0,10500.0,3166.91554,175.704497,0.545455,12.0,Medium,0.03816187904761904,Low,17.922099288735136,7.737147346352462,16.0,8.0420596265219,0.0,1
3044.269636,1.0,93.31,93.31,0.0,789.697144,0.083333,0.083333,0.0,0.166667,2.0,1.0,3500.0,670.719989,949.520589,0.0,12.0,High,0.8697913245714286,High,0.7056343615929819,0.03064096489090006,3.0,4.546587228555794,6.672915017080982,3
435.905875,0.454545,2877.09,1561.04,1316.05,204.935422,1.0,0.333333,1.0,0.083333,2.0,51.0,3500.0,2975.275558,112.893466,0.0,12.0,Medium,0.12454453571428571,Low,26.123320876019346,6.585148345739229,53.0,7.964882158674833,5.327562634205857,1
5257.807308,1.0,2331.68,1088.04,1243.64,10291.12574,0.75,0.333333,0.666667,0.583333,10.0,34.0,17500.0,2543.033209,1237.405459,0.0,12.0,High,0.3004461318857143,Medium,2.0534738364715173,0.44338570771606595,44.0,7.754773100162022,9.239134390583127,4
3860.238072,1.0,11.41,11.41,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,10000.0,7280.584479,1013.780486,0.083333,12.0,High,0.3860238072,Medium,7.1745412721702655,0.0029550107471332317,2.0,2.5185025992165158,0.0,4
1514.750841,1.0,3873.5,2642.14,1231.36,2306.919698,1.0,1.0,1.0,0.416667,6.0,50.0,8500.0,3729.948989,436.253648,0.0,12.0,High,0.17820598129411766,Low,8.530401075121505,2.5554991593766827,56.0,8.262171901204004,7.744101834128423,0
6509.334652,1.0,538.51,538.51,0.0,7232.069823,0.333333,0.333333,0.0,0.666667,20.0,4.0,12000.0,1355.948713,1471.164439,0.0,12.0,High,0.5424445543333333,Medium,0.9210579179055962,0.08271617801314832,24.0,6.290661320207592,8.886418820196853,4
3338.863375,1.0,775.0,365.0,410.0,0.0,0.583333,0.166667,0.416667,0.0,0.0,8.0,8500.0,920.748289,784.929199,0.0,12.0,High,0.39280745588235294,Medium,1.171541011800479,0.2320454201214144,8.0,6.654152520183219,0.0,1
3281.958491,1.0,398.08,0.0,398.08,6694.105562,0.416667,0.0,0.416667,0.583333,20.0,9.0,8000.0,8092.781701,872.208375,0.083333,12.0,High,0.41024481137499996,Medium,9.267869998383834,0.12125648286181757,29.0,5.989161898045307,8.809132025289992,4
5932.367808,1.0,0.0,0.0,0.0,4253.311089,0.0,0.0,0.0,0.5,10.0,0.0,6000.0,2657.196453,4431.645308,0.0,12.0,High,0.988727968,High,0.5994606534847972,0.0,10.0,0.0,8.35568812167128,4
994.367302,0.857143,0.0,0.0,0.0,4058.539188,0.0,0.0,0.0,0.571429,15.0,0.0,10000.0,168.100048,237.414459,0.0,7.0,Medium,0.0994367302,Low,0.7050748880964471,0.0,15.0,0.0,8.308824745661498,4
5925.120611,1.0,1763.89,258.43,1505.46,0.0,1.0,0.25,1.0,0.0,0.0,195.0,6500.0,2557.841292,2268.544117,0.0,12.0,High,0.9115570170769232,High,1.1270286718995735,0.29764665888269076,195.0,7.475843644479066,0.0,0
162.54754,0.909091,405.61,0.0,405.61,0.0,0.916667,0.0,0.916667,0.0,0.0,23.0,2200.0,612.674738,130.269702,0.0,12.0,Low,0.07388524545454546,Low,4.667297393575252,2.480073989495654,23.0,6.007854495087583,0.0,1
1070.486185,1.0,818.64,0.0,818.64,0.0,1.0,0.0,1.0,0.0,0.0,24.0,1000.0,976.831849,1926.566967,0.0,12.0,Medium,1.070486185,Very High,0.506769344839058,0.764022916450388,24.0,6.708865219468632,0.0,3
4059.211725,1.0,0.0,0.0,0.0,4524.312762,0.0,0.0,0.0,0.25,4.0,0.0,5000.0,3246.575307,866.693315,0.0,12.0,High,0.8118423450000001,High,3.74161613426744,0.0,4.0,0.0,8.417441972419475,4
8356.277203,1.0,983.24,983.24,0.0,2329.181013,0.166667,0.166667,0.0,0.333333,7.0,4.0,14000.0,3468.13596,2412.958258,0.0,12.0,High,0.5968769430714286,Medium,1.4367008826711867,0.11765075826933774,11.0,6.891869769751914,7.7537012315250236,4
929.115076,1.0,611.71,591.71,20.0,0.0,0.5,0.5,0.166667,0.0,0.0,11.0,1200.0,1019.527645,273.627647,0.0,12.0,Medium,0.7742625633333333,High,3.712399884487959,0.6576713094799895,11.0,6.41789174079966,0.0,3
2159.370933,1.0,627.23,493.48,133.75,1055.558646,0.75,0.75,0.333333,0.25,3.0,17.0,2500.0,1030.373212,521.492992,0.0,12.0,High,0.8637483732000001,High,1.9720325971376857,0.29033440064341026,20.0,6.442906341456171,6.962772345217351,3
4523.499003,1.0,0.0,0.0,0.0,966.297398,0.0,0.0,0.0,0.083333,2.0,0.0,9500.0,1348.018275,1101.578675,0.0,12.0,High,0.47615778978947365,Medium,1.222605067162214,0.0,2.0,0.0,6.874505995223134,4
753.703481,1.0,0.0,0.0,0.0,899.346012,0.0,0.0,0.0,0.083333,2.0,0.0,1200.0,1065.666403,160.863666,0.083333,12.0,Medium,0.6280862341666666,Medium,6.583728327270185,0.0,2.0,0.0,6.802779147217134,3
3778.609797,1.0,878.29,631.27,247.02,0.0,0.583333,0.5,0.25,0.0,0.0,13.0,8500.0,883.744982,858.064557,0.0,12.0,High,0.4445423290588235,Medium,1.0287294182944624,0.23237583961633484,13.0,6.779114763637471,0.0,1
947.457151,1.0,1787.83,126.24,1661.59,458.961661,1.0,0.083333,1.0,0.083333,1.0,61.0,4000.0,574.055852,259.977392,0.166667,12.0,Medium,0.23686428774999999,Low,2.1996382429938603,1.8849876329310316,62.0,7.489317053839826,6.1311431403575245,1
606.323282,1.0,299.9,299.9,0.0,0.0,0.25,0.25,0.0,0.0,0.0,3.0,4200.0,502.64224,204.447891,0.0,12.0,Medium,0.14436268619047618,Low,2.446568020501121,0.49380619661473807,3.0,5.706777983635999,0.0,1
73.379518,1.0,875.38,0.0,875.38,0.0,1.0,0.0,1.0,0.0,0.0,16.0,6500.0,688.546903,196.362677,0.75,12.0,Low,0.011289156615384616,Low,3.4887391753406347,11.769100197718409,16.0,6.775799786831067,0.0,1
516.49276,1.0,380.0,380.0,0.0,1004.279993,0.333333,0.333333,0.0,0.5,11.0,6.0,1200.0,415.924157,247.45192,0.0,12.0,Medium,0.4304106333333333,Medium,1.6740629615581155,0.7343097901504941,17.0,5.942799375126701,6.913021381691403,3
906.107168,1.0,2354.06,215.87,2138.19,0.0,1.0,0.333333,1.0,0.0,0.0,51.0,4000.0,2230.320729,224.547489,0.0,12.0,Medium,0.226526792,Low,9.888475100691544,2.5951288701535207,51.0,7.7643214838329735,0.0,1
2220.063789,1.0,2530.12,2530.12,0.0,157.109678,1.0,1.0,0.0,0.083333,3.0,85.0,2500.0,3275.790625,594.769152,0.0,12.0,High,0.8880255155999999,High,5.49842269275466,1.1391478320121313,88.0,7.83641717151129,5.063288956763152,0
15532.33972,1.0,1168.75,0.0,1168.75,3183.037625,0.916667,0.0,0.916667,0.25,5.0,11.0,16500.0,3906.738592,3379.593046,0.0,12.0,High,0.9413539224242424,High,1.1556370550494235,0.07524138537285528,16.0,7.064545329746326,8.06590536379144,4
205.123752,1.0,2066.08,1245.3,820.78,0.0,1.0,1.0,1.0,0.0,0.0,41.0,7500.0,2597.718416,201.214315,0.916667,12.0,Low,0.027349833599999998,Low,12.846362612854586,10.023493071288552,41.0,7.633892262367739,0.0,1
788.257316,1.0,9113.78,6138.57,2975.21,0.0,1.0,1.0,1.0,0.0,0.0,128.0,12000.0,7035.994095,243.938058,1.0,12.0,Medium,0.06568810966666666,Low,28.72560578152375,11.547286056452597,128.0,9.117652550781989,0.0,0
1073.370435,0.818182,824.77,377.81,446.96,1214.495468,0.666667,0.416667,0.5,0.333333,6.0,25.0,1800.0,534.728641,892.117717,0.0,12.0,Medium,0.5963169083333334,Medium,0.5987213452624858,0.7676774910508404,31.0,6.716316284383281,7.10290706524244,3
1381.753281,1.0,0.0,0.0,0.0,648.228793,0.0,0.0,0.0,0.083333,1.0,0.0,2400.0,3112.377295,3102.98565,0.0,12.0,Medium,0.57573053375,Medium,1.002703506377357,0.0,1.0,0.0,6.475785186166487,3
405.162601,0.545455,0.0,0.0,0.0,4679.312402,0.0,0.0,0.0,0.25,8.0,0.0,17000.0,8946.495566,153.782546,0.75,12.0,Medium,0.023833094176470587,Low,57.80041611410113,0.0,8.0,0.0,8.451120139247942,4
372.924756,0.909091,462.7,162.7,300.0,0.0,0.5,0.083333,0.416667,0.0,0.0,7.0,1800.0,1193.383862,114.183944,0.181818,12.0,Medium,0.20718042,Low,10.360678932820706,1.2374147273629563,7.0,6.139237791397415,0.0,1
55.681483,1.0,462.99,0.0,462.99,0.0,0.833333,0.0,0.833333,0.0,0.0,12.0,13500.0,519.307161,157.208204,1.0,12.0,Low,0.004124554296296296,Low,3.282428773415568,8.168276048811213,12.0,6.139863000269876,0.0,1
2092.855291,1.0,1624.05,1205.75,418.3,0.0,0.5,0.25,0.333333,0.0,0.0,13.0,8500.0,3794.796448,559.169569,0.083333,12.0,High,0.24621826952941175,Low,6.774370936954628,0.7756266667427496,13.0,7.393293863521244,0.0,1
556.912886,1.0,0.0,0.0,0.0,972.223685,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,1968.065171,188.435841,0.083333,12.0,Medium,0.1392282215,Low,10.389085616591423,0.0,1.0,0.0,6.8806139478512,3
6.121105,0.571429,233.9,233.9,0.0,0.0,0.428571,0.428571,0.0,0.0,0.0,5.0,10500.0,33.010201,53.9438,0.0,7.0,Low,0.000582962380952381,Low,0.6007993804578496,32.846026002986896,5.0,5.459159891664867,0.0,1
19.112841,1.0,504.2,0.0,504.2,0.0,1.0,0.0,1.0,0.0,0.0,20.0,1000.0,476.370018,130.862225,0.727273,12.0,Low,0.019112841,Low,3.6126344599448403,25.068561920218034,20.0,6.224954390476336,0.0,1
7803.470739,1.0,7184.73,6519.19,665.54,0.0,1.0,0.583333,0.916667,0.0,0.0,78.0,11500.0,2250.502094,3745.116848,0.0,12.0,High,0.6785626729565217,Medium,0.6007559788749013,0.9205915737625779,78.0,8.879852393908854,0.0,0
5274.508501,1.0,324.96,0.0,324.96,1392.925291,1.0,0.0,1.0,0.25,5.0,12.0,5500.0,938.073283,2927.486552,0.0,12.0,High,0.9590015456363636,High,0.320326990185202,0.061597853541208794,17.0,5.786774674452019,7.239878996627485,4
1887.061349,1.0,0.0,0.0,0.0,93.437109,0.0,0.0,0.0,0.166667,3.0,0.0,2000.0,411.517239,765.751845,0.0,12.0,High,0.9435306745,High,0.5367019873294208,0.0,3.0,0.0,4.547934099719953,3
152.227891,1.0,946.0,536.0,410.0,0.0,0.75,0.25,0.416667,0.0,0.0,18.0,6500.0,804.255916,169.229664,0.2,12.0,Low,0.023419675538461537,Low,4.724534473615597,6.173810745721221,18.0,6.853299093186078,0.0,1
1193.351573,0.875,0.0,0.0,0.0,1433.85482,0.0,0.0,0.0,0.125,4.0,0.0,1500.0,164.003621,254.022569,0.0,8.0,Medium,0.7955677153333333,High,0.6430945372525049,0.0,4.0,0.0,7.268818952343911,3
2544.036536,1.0,0.0,0.0,0.0,107.710567,0.0,0.0,0.0,0.083333,1.0,0.0,7000.0,1064.575065,587.957563,0.0,12.0,High,0.3634337908571429,Medium,1.8075581873460038,0.0,1.0,0.0,4.688689001913834,3
63.064197,1.0,1176.93,0.0,1176.93,0.0,1.0,0.0,1.0,0.0,0.0,23.0,7500.0,1319.009967,64.517961,0.363636,12.0,Low,0.0084085596,Low,20.13203626712376,18.371103597848887,23.0,7.071513939695506,0.0,1
3.29042,0.181818,225.6,0.0,225.6,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4000.0,268.500244,29.584288,0.090909,12.0,Low,0.000822605,Low,8.779025491781924,52.582264673388615,12.0,5.423186348593906,0.0,1
182.959331,1.0,847.88,0.0,847.88,0.0,0.666667,0.0,0.666667,0.0,0.0,11.0,5000.0,757.48839,193.758424,0.166667,12.0,Low,0.036591866199999996,Low,3.8893742023708304,4.609062206254707,11.0,6.743917833565335,0.0,1
5082.971064,1.0,1893.89,1543.89,350.0,970.708796,1.0,1.0,0.416667,0.083333,1.0,27.0,9500.0,1607.021526,1480.26633,0.0,12.0,High,0.5350495856842106,Medium,1.0848970866704302,0.37252178978963596,28.0,7.5469160683383025,6.87905616698102,4
2817.403474,1.0,1878.54,1198.89,679.65,1154.965664,0.5,0.333333,0.333333,0.416667,8.0,14.0,3500.0,3185.017063,1079.066979,0.0,12.0,High,0.8049724211428572,High,2.9489069890359088,0.6665262860089705,22.0,7.538782345033688,7.052691346369052,3
320.35306,1.0,2542.61,696.08,1846.53,0.0,1.0,0.583333,1.0,0.0,0.0,27.0,7500.0,3158.530331,192.272514,0.5,12.0,Medium,0.04271374133333334,Low,16.342366876854513,7.912200991644517,27.0,7.841339610821285,0.0,1
2801.239086,0.909091,0.0,0.0,0.0,7216.489768,0.0,0.0,0.0,0.583333,9.0,0.0,10000.0,696.538922,1095.734566,0.0,12.0,High,0.2801239086,Low,0.6351025522432562,0.0,9.0,0.0,8.884262493870688,4
126.289657,0.909091,366.68,0.0,366.68,175.284005,0.333333,0.0,0.333333,0.166667,2.0,4.0,3000.0,679.431948,126.692506,0.181818,12.0,Low,0.042096552333333336,Low,5.320844341483909,2.8806739576649183,6.0,5.907212994660391,5.1720963592528015,1
7985.621826,1.0,123.24,123.24,0.0,7949.596045,0.166667,0.166667,0.0,0.666667,32.0,2.0,14500.0,9438.180272,1961.413154,0.0,12.0,High,0.5507325397241379,Medium,4.809476665381137,0.01543080449844252,34.0,4.822215178840431,8.981002179051789,4
1084.131331,1.0,803.22,0.0,803.22,901.628291,1.0,0.0,0.916667,0.166667,3.0,21.0,1000.0,866.009167,1038.182688,0.0,12.0,Medium,1.084131331,Very High,0.8333560373938793,0.7402053346481063,24.0,6.6898728635893985,6.805310830797104,3
5520.201751,1.0,0.0,0.0,0.0,6218.171457,0.0,0.0,0.0,0.666667,23.0,0.0,7000.0,5878.42845,1719.694161,0.0,12.0,High,0.7886002501428571,High,3.4163121972725756,0.0,23.0,0.0,8.735391970590385,4
109.594389,1.0,177.0,177.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1950.0,170.47103,221.171027,0.0,12.0,Low,0.05620225076923077,Low,0.7672964035945156,1.6004428579102687,1.0,5.181783550292085,0.0,1
2416.771489,1.0,4201.13,3802.21,398.92,3306.574157,1.0,0.75,1.0,0.166667,11.0,82.0,5500.0,6091.906636,830.39506,0.2,12.0,High,0.43941299800000005,Medium,7.3273308070894725,1.737604243872362,93.0,8.343346818575125,8.103970316599446,0
5701.848812,1.0,1126.68,1033.6,93.08,1831.160025,0.833333,0.416667,0.666667,0.333333,5.0,20.0,7000.0,1382.179262,1438.031851,0.0,12.0,High,0.8145498302857143,High,0.9604924734914712,0.19756441686288911,25.0,7.027917703867705,7.5132508913101255,4
2866.054641,1.0,0.0,0.0,0.0,236.955668,0.0,0.0,0.0,0.25,4.0,0.0,3000.0,714.738754,799.591816,0.0,12.0,High,0.955351547,High,0.892763003213113,0.0,4.0,0.0,5.472084387413704,3
1352.301367,1.0,263.04,263.04,0.0,1460.777849,0.083333,0.083333,0.0,0.166667,3.0,1.0,2300.0,4228.186416,325.737106,0.090909,12.0,Medium,0.5879571160869566,Medium,12.940637406514826,0.19436912310456567,4.0,5.57610060682057,7.287408678695743,3
495.069704,1.0,2610.3,902.6,1707.7,0.0,1.0,0.416667,1.0,0.0,0.0,34.0,8500.0,2217.869091,219.629629,0.25,12.0,Medium,0.058243494588235294,Low,10.052453521553083,5.261962137482196,34.0,7.86760346060512,0.0,1
1299.93337,1.0,0.0,0.0,0.0,916.37094,0.0,0.0,0.0,0.083333,2.0,0.0,2400.0,303.052882,453.831541,0.0,12.0,Medium,0.5416389041666666,Medium,0.6662969796107434,0.0,2.0,0.0,6.821511905184361,3
