,id_komentar,nama_akun,tanggal,text_cleaning,text_cleaning_cleaned,sentimen,text_cleaning_initial
277,UgwsjDB5U2Qk-du1v3Z4AaABAg,Aki din,2023-06-16 10:22:56+00:00,coba dong jual harga jt otr laku keras  ,coba jual harga juta otr laku keras,positif,coba dong jual harga juta otr laku keras  
278,Ugz9e1Isf3A8vWDm9nx4AaABAg,Rayya Mischka,2023-06-16 09:59:27+00:00,si luar negri obral indonesia subsidi negara padahal moldoko luhut   ngebayangin untung besrar,negeri obral indonesia subsidi negara moldoko luhut bayang untung besrar,negatif,sih luar negeri obral indonesia subsidi negara padahal moldoko luhut   membayangkan untung besrar
279,UgyfXHglvSY1Cg6JUc94AaABAg,yougo chan,2023-06-16 08:12:36+00:00,infrastruktur pada charging station daerah sedikit,infrastruktur charging station daerah,negatif,infrastruktur pada charging station daerah sedikit
280,UgwbFD-O5UgVJpDTTj54AaABAg,Alifian Alrozaq Zakaria,2023-06-16 07:10:34+00:00,sebenernya ev awal cipta sampe hari banyak kendala     ujung kok sampe kalah sama icev terus sumber pake lama apa green energy lha wong sumber   pake batu bara,ev cipta kendala ujung kalah icev sumber pakai green energy orang sumber pakai batu bara,negatif,sebenarnya ev awal cipta sampai hari banyak kendala     ujung kok sampai kalah sama icev terus sumber pakai lama apa green energy lah orang sumber   pakai batu bara
281,UgwoT3yQUtXZPvCLuWd4AaABAg,lombok exsotis,2023-06-16 05:56:41+00:00,si muldoko bangkrut,muldoko bangkrut,negatif,sih muldoko bangkrut
282,UgyIuZ6WPLccGm7oX9J4AaABAg,Honu Nurius ファインティング,2023-06-16 05:34:03+00:00,bangun harus sektor transportasi kereta umum rakyat   pusing mikir cicil tiap bulan,bangun sektor transportasi kereta rakyat pusing pikir cicil,negatif,bangun harus sektor transportasi kereta umum rakyat   pusing pikir cicil tiap bulan
283,UgxfDscbSXU7evVVsp54AaABAg,Just For Fun,2023-06-16 04:50:29+00:00,baterai harga mahal usia pakai baterai   habis beli harga mahal,baterai harga mahal usia pakai baterai habis beli harga mahal,positif,baterai harga mahal usia pakai baterai   habis beli harga mahal
284,UgzeO8C9Hte7fZkRAY94AaABAg,doni herald,2023-06-16 04:15:33+00:00,  punya paham beli     beli terus tinggal pakai handphone awat servis rutinitas charging station   sedikit,paham beli beli tinggal pakai handphone awat servis rutinitas charging station,positif,  punya paham beli     beli terus tinggal pakai handphone awat servis rutinitas charging station   sedikit
285,UgzqgOjaUdVDc4umGzl4AaABAg,agil mulyawan,2023-06-16 03:59:11+00:00,pertama mahal jauh atas bbm   uji awet sampe puluh tahun bbm bukti,mahal bahan bakar minyak uji awet puluh bahan bakar minyak bukti,negatif,pertama mahal jauh atas bahan bakar minyak   uji awet sampai puluh tahun bahan bakar minyak bukti
286,Ugz1vEgC2lf2y3yg5aN4AaABAg,Ramanto Manto,2023-06-16 03:17:13+00:00,perintah   dpt cuan rakyat   sengsara perintah angkut   ganti angkut  jangan  desak masyarakat suruh beli,perintah cuan rakyat sengsara perintah angkut ganti angkut desak masyarakat suruh beli,negatif,perintah   dapat cuan rakyat   sengsara perintah angkut   ganti angkut  jangan  desak masyarakat suruh beli
287,UgzysEQZnm15WUCOOLN4AaABAg,bang toro channel,2023-06-16 02:26:54+00:00,tambah pribadi arti tambah macet jalan raya,pribadi arti macet jalan raya,positif,tambah pribadi arti tambah macet jalan raya
288,UgyO_F2BkHTBsmQTsfB4AaABAg,Alviansyah Kuswidyatama,2023-06-16 01:40:35+00:00,  paling  benar  lebih butuh masyarakat transportasi umum layak utama kereta bukan percuma   gembar gembor sumber sendiri   pakai sumber daya ramah lingkung baru bara tingkat polusi jakarta tetap tinggi fokus alih guna bahan bakar fosil guna pikir aspek lain sendiri sepenuh atas solusi macet bagai kota besar indonesia waktu cek harga harga   affordable buat orang banyak besar ratus juta walaupun subsidi bicara soal infrastruktur dukung lain spklu jumlah batas masalah lain kait transportasi umum layak ramah lingkung utama kereta kemenperin justru hambat ada impor krl bekas jepang alas tkdn jadi shortage jumlah armada krl operasi jabodetabek jogja solo mau tambah jalur krl bandung jalan krl dapat kurang jadwal jam tentu rangkai krl dulu kereta sekarang lebih banyak guna kereta bahkan jam sibuk lanjut akibat tumpu tumpang stasiun krl jadi makin penuh lanjut akibat ketidakpuasan guna layan jasa transportasi krl terus sini inka selaku bumn bidang industri kereta api masalah lain inka sanggup produksi krl sesuai spesifikasi tetap sesuai kuantitas bagaimana butuh kai bicara masalah kualitas hasil akhir produk inka dapat pabrik baru banyuwangi madiun ada pmn inka tahun harap inka maksimal rnd produksi kereta kualitas produk jadi lebih baik umum lebih dukung dorong guna transportasi umum masuk industri dukung ketimbang kendara walaupun dua sama sama beri lapang kerja efek jangka panjang seluruh lebih baik perintah fokus transportasi umum,butuh masyarakat transportasi layak utama kereta gembar gembor sumber pakai sumber daya ramah lingkung bara tingkat polusi jakarta fokus alih bahan bakar fosil pikir aspek sepenuh solusi macet kota indonesia cek harga harga affordable orang ratus juta subsidi bicara infrastruktur dukung spklu batas kait transportasi layak ramah lingkung utama kereta kemenperin hambat impor kereta listrik bekas jepang alas tkdn shortage armada kereta listrik operasi jabodetabek yoyakarta solo jalur kereta listrik bandung jalan kereta listrik jadwal jam rangkai kereta listrik kereta kereta jam sibuk akibat tumpu tumpang stasiun kereta listrik penuh akibat ketidakpuasan layan jasa transportasi kereta listrik inka badan usaha milik negara bidang industri kereta api inka sanggup produksi kereta listrik sesuai spesifikasi sesuai kuantitas butuh bicara kualitas hasil produk inka pabrik banyuwangi madiun pmn inka harap inka maksimal rnd produksi kereta kualitas produk dukung dorong transportasi masuk industri dukung ketimbang kendara lapang kerja efek jangka perintah fokus transportasi,negatif,  paling  benar  lebih butuh masyarakat transportasi umum layak utama kereta bukan percuma   gembar gembor sumber sendiri   pakai sumber daya ramah lingkung baru bara tingkat polusi jakarta tetap tinggi fokus alih guna bahan bakar fosil guna pikir aspek lain sendiri sepenuh atas solusi macet bagai kota besar indonesia waktu cek harga harga   affordable buat orang banyak besar ratus juta walaupun subsidi bicara soal infrastruktur dukung lain spklu jumlah batas masalah lain kait transportasi umum layak ramah lingkung utama kereta kemenperin justru hambat ada impor kereta listrik bekas jepang alas tkdn jadi shortage jumlah armada kereta listrik operasi jabodetabek yoyakarta solo mau tambah jalur kereta listrik bandung jalan kereta listrik dapat kurang jadwal jam tentu rangkai kereta listrik dulu kereta sekarang lebih banyak guna kereta bahkan jam sibuk lanjut akibat tumpu tumpang stasiun kereta listrik jadi makin penuh lanjut akibat ketidakpuasan guna layan jasa transportasi kereta listrik terus sini inka selaku badan usaha milik negara bidang industri kereta api masalah lain inka sanggup produksi kereta listrik sesuai spesifikasi tetap sesuai kuantitas bagaimana butuh kamu bicara masalah kualitas hasil akhir produk inka dapat pabrik baru banyuwangi madiun ada pmn inka tahun harap inka maksimal rnd produksi kereta kualitas produk jadi lebih baik umum lebih dukung dorong guna transportasi umum masuk industri dukung ketimbang kendara walaupun dua sama sama beri lapang kerja efek jangka panjang seluruh lebih baik perintah fokus transportasi umum
289,UgwvzC15vcQ2dS-mXwx4AaABAg,Wowon Maulana,2023-06-16 00:58:00+00:00,kendara bukan solusi bukan tingkat transportasi umum malah tambah macet   mungkin orang punya kendara   punya kendara bensin,kendara solusi tingkat transportasi macet orang kendara kendara bensin,positif,kendara bukan solusi bukan tingkat transportasi umum malah tambah macet   mungkin orang punya kendara   punya kendara bensin
290,UgzopKbD6Pu1CLWLUvB4AaABAg,lukman bandolz,2023-06-16 00:03:44+00:00,  beli tengah atas banyak masyarakat tengah bawah motor dealernya   terasebar kota besar   daerah mungkin difikirkan beli,beli masyarakat motor dealernya terasebar kota daerah difikirkan beli,negatif,  beli tengah atas banyak masyarakat tengah bawah motor dealernya   terasebar kota besar   daerah mungkin difikirkan beli
291,UgzxB90cIHtuiuxFl0p4AaABAg,Islam olahraga,2023-06-15 22:10:05+00:00,melunjak pln diam tempat bakal naik naik naik menrurut sering naik biaya,melunjak usaha listrik negara diam menrurut biaya,positif,melunjak perusahaan listrik negara diam tempat bakal naik naik naik menrurut sering naik biaya
292,UgxKEpfnJr2zKQ_eUUp4AaABAg,ADY cd,2023-06-15 18:21:58+00:00,sekarang minat tak laku indonesia pangku tangan luar negeri merencanakal besar ubah energi baru kendara bbm kendara sangat mungkin bila rakyat indonesia tiba giur buat asing tsb isu kaji dalam,minat laku indonesia pangku tangan negeri merencanakal ubah energi kendara bahan bakar minyak kendara rakyat indonesia giur asing isu kaji,positif,sekarang minat tak laku indonesia pangku tangan luar negeri merencanakal besar ubah energi baru kendara bahan bakar minyak kendara sangat mungkin bila rakyat indonesia tiba giur buat asing tersebut isu kaji dalam
293,UgwaMuKOAbg4w3nx0np4AaABAg,Aji Mukti,2023-06-15 15:36:26+00:00,kendara cuma penting jabat hayo siapa milik saham baterai,kendara jabat hayo milik saham baterai,negatif,kendara cuma penting jabat hayo siapa milik saham baterai
294,UgwQ3Gk3_yccBjUurGJ4AaABAg,Reksy Yorka,2023-06-15 15:29:59+00:00,  beli toyota transmover,beli toyota transmover,negatif,  beli toyota transmover
295,UgziMBhcAC4wEA0V57x4AaABAg,luthfı Raya,2023-06-15 14:16:52+00:00,lapang   tempat charging jarang mana masyarakat mau,lapang charging jarang masyarakat,positif,lapang   tempat charging jarang mana masyarakat mau
296,UgxuXm3omzUt5tdKVqp4AaABAg,Nanang Wijaya,2023-06-15 14:09:51+00:00,tri tambah kaya bkn rakyat,tri rakyat,positif,tri tambah kayak bukan rakyat
297,UgxtQ_l4cE6mzhxcskZ4AaABAg,Asih Widayati,2023-06-15 11:20:17+00:00,lebih baik   bau laku   transportasi umum   tanggung perintah   wilayah kota,bau laku transportasi tanggung perintah wilayah kota,negatif,lebih baik   bau laku   transportasi umum   tanggung perintah   wilayah kota
298,UgzBX8zS0GUi3DwZfxl4AaABAg,Ipong Soleh,2023-06-15 10:40:13+00:00,model  kok  aneh   sedap pandang haha janat   beli  kok  maksa rakyat beli,model aneh sedap pandang haha janat beli paksa rakyat beli,positif,model  kok  aneh   sedap pandang haha janat   beli  kok  memaksa rakyat beli
299,Ugz31Fj3C4DgANQuwCV4AaABAg,Musa Lubis,2023-06-15 09:56:50+00:00,mau laku mobol utama muldoko jual semua kenderaanmu ganti dg   berbahab bakar jokowi tri lain baru contoh bukan munafiq aamiin,laku mobol utama muldoko jual kenderaanmu ganti berbahab bakar jokowi tri contoh munafik amin,negatif,mau laku mobol utama muldoko jual semua kenderaanmu ganti dengan   berbahab bakar jokowi tri lain baru contoh bukan munafik amin
300,UgyjhrPyZWb8_7c2aKR4AaABAg,Karim ginting Ginting,2023-06-15 08:04:25+00:00,    duga brg ggk akn laku ngapain  orang  pake   ribet   bbm gampag beli kecuali bbm sudh lagka,duga barang ggk laku orang pakai ribet bahan bakar minyak gampag beli kecuali bahan bakar minyak lagka,negatif,    duga barang ggk akan laku apa  orang  pakai   ribet   bahan bakar minyak gampag beli kecuali bahan bakar minyak sudah lagka
301,UgwvBqE6i5Z0Y4LmRsp4AaABAg,LENZY MOBILE,2023-06-15 07:50:30+00:00,ev bom layak sekarang segi harga peroformanya jauh mending push   bahan bakar biofuel   bahan bakar tumbuh baru fokus ev gapapa buat regulasi baru kayak eropa kendara baru   euro atas semua kendara baru   hybrid,ev bom layak segi harga peroformanya mending push bahan bakar biofuel bahan bakar tumbuh fokus ev regulasi eropa kendara euro kendara hybrid,negatif,ev bom layak sekarang segi harga peroformanya jauh mending push   bahan bakar biofuel   bahan bakar tumbuh baru fokus ev tidak apa apa buat regulasi baru kayak eropa kendara baru   euro atas semua kendara baru   hybrid
302,Ugyhb3Rg6pTMVl5ELJ14AaABAg,Fajar Nugi Nugraha,2023-06-15 07:24:32+00:00,rakyat mau kerja gaji umr loker limpah ruah baru mampu beli jujur banyak sekali korban phk anggur,rakyat kerja gaji upah minimum regional lowong kerja limpah ruah beli jujur korban putus hubung kerja anggur,negatif,rakyat mau kerja gaji upah minimum regional lowongan kerja limpah ruah baru mampu beli jujur banyak sekali korban pemutusan hubungan kerja anggur
303,UgyIjX41kIBdZ0zMAyt4AaABAg,Toko Jelek Surabaya,2023-06-14 23:37:45+00:00,imho alas kurang emisi sesat lama pln pakai indonesia mayoritas hasil bakar batu bara gas cuman plta potensial air data coba cek   percaya alih bensin   signifikan kurang emisi bisnis satu bisnis lain indonesia lebih   serap padahal lanjur kontrak besar sama punya tambang batu bara mau bensin apa batu bara sama lama transportasi massal susah   baik   niat beneran mau rangin emisi,imho alas emisi sesat usaha listrik negara pakai indonesia mayoritas hasil bakar batu bara gas plta potensial air data coba cek percaya alih bensin signifikan emisi bisnis bisnis indonesia serap lanjur kontrak tambang batu bara bensin batu bara transportasi massal susah niat benar rangin emisi,negatif,imho alas kurang emisi sesat lama perusahaan listrik negara pakai indonesia mayoritas hasil bakar batu bara gas cuma plta potensial air data coba cek   percaya alih bensin   signifikan kurang emisi bisnis satu bisnis lain indonesia lebih   serap padahal lanjur kontrak besar sama punya tambang batu bara mau bensin apa batu bara sama lama transportasi massal susah   baik   niat benaran mau rangin emisi
304,UgxqzxL-KXH-r01UARB4AaABAg,Tafri mukhtar,2023-06-14 23:24:49+00:00,kayak hidrogen lebih pas buat kendara masa depan deh tinggal isi hidrogen kaya isi bensin puter kunci terus jalan   perlu nunggu ngecharger lama,hidrogen pas kendara tinggal isi hidrogen isi bensin putar kunci jalan tunggu ngecharger,negatif,kayak hidrogen lebih pas buat kendara masa depan deh tinggal isi hidrogen kayak isi bensin putar kunci terus jalan   perlu menunggu ngecharger lama
305,UgxUm_MhGUSecYgWhbZ4AaABAg,Pemburu Handal,2023-06-14 17:10:32+00:00,mau ramah lingkung kurang pakai kendara pribadi mau sedikit tampar rangin produksi impor kendara,ramah lingkung pakai kendara pribadi tampar rangin produksi impor kendara,positif,mau ramah lingkung kurang pakai kendara pribadi mau sedikit tampar rangin produksi impor kendara
306,UgzF14LnJe9S3VD_k0x4AaABAg,CL 9,2023-06-14 17:03:50+00:00,darimaana duit,darimaana duit,netral,darimaana duit
307,UgzcaxeViGHAZpWEpvl4AaABAg,ZAFHAS TRANS,2023-06-14 17:03:01+00:00,beneran mulai   laku kok   malah makin  lihat  ev kek gin mulai banyak jkt bandung sby ama yogya mulai jamur,benar laku lihat ev jakarta bandung susilo bambang yudhoyono yogyakarta jamur,positif,benaran mulai   laku kok   malah makin  lihat  ev kayak begini mulai banyak jakarta bandung susilo bambang yudhoyono sama yogyakarta mulai jamur
308,Ugym9Dt8orgNq9Gv3Sl4AaABAg,erick chandra,2023-06-14 16:43:21+00:00,sekali ngecharge   berapa lama coba   buru or jalan jauh tiba lowbat gimana coba fungsional sangat lemah banding bbm,ngecharge coba buru orang jalan lowbat coba fungsional lemah banding bahan bakar minyak,negatif,sekali ngecharge   berapa lama coba   buru orang jalan jauh tiba lowbat bagaimana coba fungsional sangat lemah banding bahan bakar minyak
309,UgxMlZPnd1QJYr0ZdCZ4AaABAg,DEDE ARIES ABDULLAH,2023-06-14 16:15:25+00:00,gimana mau kembang pln pake token,kembang usaha listrik negara pakai token,positif,bagaimana mau kembang perusahaan listrik negara pakai token
310,Ugz1wZ0sOyoa8Gl8_lh4AaABAg,Aldi joe,2023-06-14 11:43:56+00:00,mudah ferguso paling ev,mudah ferguso ev,positif,mudah ferguso paling ev
311,UgxbTaw0VHI1L6AP-QZ4AaABAg,Garland Reswara,2023-06-14 08:27:07+00:00,cocok indonesia indonesia butuh hybrid evaluasi sistem paja kendara berat hybrid,cocok indonesia indonesia butuh hybrid evaluasi sistem paja kendara berat hybrid,negatif,cocok indonesia indonesia butuh hybrid evaluasi sistem paja kendara berat hybrid
312,Ugym1nTuCYDM2RhfjAJ4AaABAg,Muniran Security,2023-06-14 07:45:09+00:00,batre masa pakai cuma beberapa tahun trus beli batre baru   harga langit,baterai pakai beli baterai harga langit,negatif,baterai masa pakai cuma beberapa tahun terus beli baterai baru   harga langit
313,UgykkaMgPXLreQZPvPl4AaABAg,inoe kertapati,2023-06-14 07:43:07+00:00,listtik tak aman   baterai mudah bakar jd masalah teknologi baterai blm matang,listtik aman baterai mudah bakar teknologi baterai matang,negatif,listtik tak aman   baterai mudah bakar jadi masalah teknologi baterai belum matang
314,UgyNNaLkZb0ubwTeOLF4AaABAg,CHANEL ANAK SEHAT,2023-06-14 06:37:14+00:00,om t sama supra fit ngk om serius neh,om t supra fit om serius,positif,om t sama supra fit tidak om serius nih
315,UgzxSoUjri56vYD-Zmd4AaABAg,Muhammad Viqih,2023-06-14 04:53:21+00:00, benar  jg kritakan anirs,kritakan anirs,negatif, benar  juga kritakan anirs
316,Ugw57uOuP_CirgAGBE14AaABAg,rayfal Ibrahim syah,2023-06-14 04:45:58+00:00,gagal maning gagal maning,gagal gagal,negatif,gagal lagi gagal lagi
317,Ugx1Xd2dwMbUUgoE8Gl4AaABAg,Hasyim Azhari,2023-06-14 02:38:01+00:00,model   kurang tarik isi daya   ribet lama,model tarik isi daya ribet,negatif,model   kurang tarik isi daya   ribet lama
318,UgznTu9LmR42YzUuc354AaABAg,Lisa Denara,2023-06-14 02:36:06+00:00,tempat charger rata jelas   lalu   tiba mati jalan   gmna donk perintah begok  semua ,charger mati jalan perintah bego,negatif,tempat charger rata jelas   lalu   tiba mati jalan   bagaimana dong perintah bego  semua 
319,Ugwb5T23RquWLOQtGdJ4AaABAg,Nur Rokhim,2023-06-14 02:19:56+00:00,  lucu klw plng kmpng mogok tol alas abis,lucu pulang kmpng mogok tol alas habis,negatif,  lucu kalau pulang kmpng mogok tol alas habis
320,UgyeYdUYKbCMMsq-qR94AaABAg,YOURAN TUMAYEL,2023-06-14 01:57:21+00:00,sendiri pilih konversi suzuki carry punya,pilih konversi suzuki carry,negatif,sendiri pilih konversi suzuki carry punya
321,UgxyO_-d7B06b9bG15x4AaABAg,vania,2023-06-14 01:02:34+00:00,lha beda apa ev jg bbm,beda ev bahan bakar minyak,negatif,lah beda apa ev juga bahan bakar minyak
322,UgxrBezww2RKW8M_s654AaABAg,Denny Load,2023-06-14 00:31:42+00:00,harga airev wuling china indonesia jual jt,harga airev wuling cina indonesia jual juta,positif,harga airev wuling cina indonesia jual juta
323,UgxY3GE7xtCknNiiQ3B4AaABAg,suwardi hagani,2023-06-13 23:48:01+00:00,urus surat surat kendara ribet alas buat masyarakat  malas  halo mana nih dukung pihak samsat baik dishub pajak maupun polri,urus surat surat kendara ribet alas masyarakat malas halo dukung samsat dishub pajak polisi republik indonesia,negatif,urus surat surat kendara ribet alas buat masyarakat  malas  halo mana nih dukung pihak samsat baik dishub pajak maupun kepolisian republik indonesia
324,UgxqC3XkwtAMQlH3SBR4AaABAg,Azkha Rafa,2023-06-13 16:58:00+00:00,minyak bumi mau abis nih,minyak bumi habis,positif,minyak bumi mau habis nih
325,UgxWlGkHQ8reLzRY2-t4AaABAg,faiz wae,2023-06-13 16:26:23+00:00,gaji juta umr paksa lesat teknologi alas kurang emisi gas buang padahal bensin solar dl bakal timbun sang kuasa jual pabrik pabrik rakyat paksa pake motor ntar   pake malah naik harga nama miskin sadar,gaji juta upah minimum regional paksa lesat teknologi alas emisi gas buang bensin solar timbun sang kuasa jual pabrik pabrik rakyat paksa pakai motor pakai harga nama miskin sadar,negatif,gaji juta upah minimum regional paksa lesat teknologi alas kurang emisi gas buang padahal bensin solar dulu bakal timbun sang kuasa jual pabrik pabrik rakyat paksa pakai motor nanti   pakai malah naik harga nama miskin sadar
326,UgxxPNVelITwzdvP_K14AaABAg,Sunarto Wilders,2023-06-13 16:21:23+00:00,pasar atur atur pasar jalan alamiah laku pasar arti masyarakat percaya walaupun beri subsidi motor,pasar atur atur pasar jalan alamiah laku pasar arti masyarakat percaya subsidi motor,positif,pasar atur atur pasar jalan alamiah laku pasar arti masyarakat percaya walaupun beri subsidi motor
327,UgzxrUbzVVPxCkdPlwJ4AaABAg,Sukardi Iswadi,2023-06-13 13:44:21+00:00,terlalu mahal harga rakyat bawah   beli,mahal harga rakyat beli,netral,terlalu mahal harga rakyat bawah   beli
328,Ugw7zURmvIvgnZplf-14AaABAg,Rg,2023-06-13 13:23:13+00:00,kasihan biarpun goreng banyak reviewer otomotif bahkan ikut beli   ngaruh,kasihan biarpun goreng reviewer otomotif beli pengaruh,negatif,kasihan biarpun goreng banyak reviewer otomotif bahkan ikut beli   berpengaruh
329,Ugw3SPU-W4rwOiDCBVF4AaABAg,Fai Han,2023-06-13 12:59:53+00:00,untung pln ujung harga naik blom   fast carger klau cas menit pakai hari mau,untung usaha listrik negara ujung harga fast carger cas menit pakai,positif,untung perusahaan listrik negara ujung harga naik belum   fast carger kalau cas menit pakai hari mau
330,UgxXrUOZ-_htB5Vr4ap4AaABAg,Suryo Suryo,2023-06-13 12:43:56+00:00,bagi dl kpd     indonesia,indonesia,negatif,bagi dulu kepada     indonesia
331,UgySmmvnNkmwCXECuJZ4AaABAg,Rinto Rian,2023-06-13 12:36:59+00:00,kecil harga langit sapa mau beli,harga langit sapa beli,positif,kecil harga langit sapa mau beli
332,UgxzGDR1tJmLN2d69U94AaABAg,pangeran sriwijaya,2023-06-13 12:32:04+00:00,kendara bagus angkut umum,kendara bagus angkut,netral,kendara bagus angkut umum
333,Ugxwu23zyLIi4ti56cF4AaABAg,Tamberang,2023-06-13 12:23:58+00:00,kantong rakyat blm cukup,kantong rakyat,negatif,kantong rakyat belum cukup
334,UgxBUEe02glEY8DDWGx4AaABAg,Rupinus Ismail,2023-06-13 12:10:18+00:00,  sering padam intan malah mau jual llistrik kacau,padam intan jual llistrik kacau,positif,  sering padam intan malah mau jual llistrik kacau
335,Ugyn7U73YQHEx0Zu1Xp4AaABAg,Moch Moestadiron,2023-06-13 11:23:16+00:00,bukan   laku semua baru jarang   langdung sukses,laku jarang langdung sukses,negatif,bukan   laku semua baru jarang   langdung sukses
336,Ugz0EuSWTdAaIy0wXxJ4AaABAg,natuna,2023-06-13 11:01:57+00:00,minat harga bawah jt itu tampung banyak,minat harga juta tampung,positif,minat harga bawah juta itu tampung banyak
337,Ugykc8CwXq5hnDvQ0cJ4AaABAg,Game Moment,2023-06-13 10:56:47+00:00,masalah buat   batrenya karna batre tiap merek motor beda klw sperti bensin   apa merek motor isi bensin jenis batre    semua  merek motor mudah dlam pngisian ganti,batrenya baterai merek motor beda bensin merek motor isi bensin jenis baterai merek motor mudah pngisian ganti,negatif,masalah buat   batrenya karena baterai tiap merek motor beda kalau seperti bensin   apa merek motor isi bensin jenis baterai    semua  merek motor mudah dalam pngisian ganti
338,UgxD5qbUAbrpsFJcVXh4AaABAg,Mochammad Yunus,2023-06-13 10:17:22+00:00,tarik harga mahal tempat isi baterai enak biasa isi pertamax mana pakai modifikasi mudah,tarik harga mahal isi baterai enak isi pertamax pakai modifikasi mudah,negatif,tarik harga mahal tempat isi baterai enak biasa isi pertamax mana pakai modifikasi mudah
339,UgxDYgMh3FOscyKh2-R4AaABAg,channel phone,2023-06-13 09:57:44+00:00,harga china jt sampe sini dibandrol jt subsidi jt konsumen jt harga china wuling miniev rpjt indonesia jt,harga cina juta dibandrol juta subsidi juta konsumen juta harga cina wuling miniev rpjt indonesia juta,positif,harga cina juta sampai sini dibandrol juta subsidi juta konsumen juta harga cina wuling miniev rpjt indonesia juta
340,UgwvEkypRxd-LpZgBqd4AaABAg,izhampire L,2023-06-13 09:41:48+00:00,pesimis battery lithium limbah bagaimana memngingat olah limbah lithium mudah,pesimis battery lithium limbah memngingat olah limbah lithium mudah,positif,pesimis battery lithium limbah bagaimana memngingat olah limbah lithium mudah
341,Ugwfo2kMdCDvsivzRRZ4AaABAg,Tae Hendra,2023-06-13 09:35:52+00:00,mahal rusak repot mogok bingung ha,mahal rusak repot mogok bingung,negatif,mahal rusak repot mogok bingung apa
342,Ugy5tdGlAWzVwwDXWZp4AaABAg,Didit Handoko,2023-06-13 09:14:50+00:00,  desak penting   sangat penting abai,desak abai,negatif,  desak penting   sangat penting abai
343,UgzrBBTudqr01K6jHRN4AaABAg,aara ayesha,2023-06-13 07:46:13+00:00,perintah tak mampu rubah meski diskon mungkin   baterai universal ganti mana semua kendara jenis apa sama model lebih mudah motor maka baterai sama misal motor batetai kapasitan baterai mudah isi masyarakan bisnis isi baterai tinggal ganti unit baterai,perintah rubah diskon baterai universal ganti kendara jenis model mudah motor baterai motor batetai kapasitan baterai mudah isi masyarakan bisnis isi baterai tinggal ganti unit baterai,negatif,perintah tak mampu rubah meski diskon mungkin   baterai universal ganti mana semua kendara jenis apa sama model lebih mudah motor maka baterai sama misal motor batetai kapasitan baterai mudah isi masyarakan bisnis isi baterai tinggal ganti unit baterai
344,UgxXcfMRP51PI8Z9egN4AaABAg,Furodi Mudhofir,2023-06-13 07:32:09+00:00,kondisi ekonomi masyarakat tengah bawah baik baik,kondisi ekonomi masyarakat,positif,kondisi ekonomi masyarakat tengah bawah baik baik
345,Ugw7x9wv4L8vc8wyHcJ4AaABAg,sakutrem 93,2023-06-13 07:31:09+00:00,supsidi negara produsen cina hebat sekali indonesia,supsidi negara produsen cina hebat indonesia,negatif,supsidi negara produsen cina hebat sekali indonesia
346,Ugw7Fs736Rr3wqzodP14AaABAg,muhartanto,2023-06-13 06:26:22+00:00,infrastructur siap siapa jg mau uji coba lebih bagus segala otomatis orang jg pindah,infrastructur uji coba bagus otomatis orang pindah,positif,infrastructur siap siapa juga mau uji coba lebih bagus segala otomatis orang juga pindah
347,UgxIxRD_1LmgUR8uPgZ4AaABAg,Fikry Badharudin,2023-06-13 05:46:37+00:00,ingin masyarakat banyak angkut umum massal   mudah akses koneksi beberapa daerah wilayah,masyarakat angkut massal mudah akses koneksi daerah wilayah,positif,ingin masyarakat banyak angkut umum massal   mudah akses koneksi beberapa daerah wilayah
348,Ugz6LH7T1HSMMk3vF7V4AaABAg,Hio Putra,2023-06-13 05:41:45+00:00,muldoko nyambi bisnis ciie,muldoko sambi bisnis ciie,positif,muldoko menyambi bisnis ciie
349,Ugxb7AQT_WOj8jnbXLF4AaABAg,Rizky Rpmill,2023-06-13 05:05:20+00:00,wuling ev jt lebih tara pajero sport orang kaya milih pajero ketimbang air ev,wuling ev juta tara pajero sport orang pilih pajero ketimbang air ev,netral,wuling ev juta lebih tara pajero sport orang kayak memilih pajero ketimbang air ev
350,UgwV5f0zBhMro8H3LUB4AaABAg,jolio ahmad,2023-06-13 05:00:06+00:00,  tau produsen   rakyat konoha lebih  orang  miskin kaya artis jabat   beli rumah   nyicil abad boro boro bayar   sulit,tau produsen rakyat konoha orang miskin artis jabat beli rumah cicil abad boro boro bayar sulit,negatif,  tau produsen   rakyat konoha lebih  orang  miskin kayak artis jabat   beli rumah   mencicil abad boro boro bayar   sulit
351,UgwRx2G0fA8e3DMDKE54AaABAg,andre supra,2023-06-13 04:37:05+00:00,mending   pake diesel sawit,mending pakai diesel sawit,negatif,mending   pakai diesel sawit
352,UgymraUWUIVzC0ITJBx4AaABAg,Eko Ipah,2023-06-13 04:14:13+00:00,kendara terlalu mahal kalang duit   mampu beli,kendara mahal kalang duit beli,negatif,kendara terlalu mahal kalang duit   mampu beli
353,UgwV5VjrwS3jZWREqB94AaABAg,Hen Dra,2023-06-13 04:06:53+00:00,buru hrsnya masuk kesekmen motor kalo mau subsidi trasportasi massal bajay angkot taxi grab gojek jenis bus   blm perlu subsidi,buru masuk kesekmen motor subsidi trasportasi massal bajaj angkut kota taksi grab gojek jenis bus subsidi,netral,buru seharusnya masuk kesekmen motor kalau mau subsidi trasportasi massal bajaj angkutan kota taksi grab gojek jenis bus   belum perlu subsidi
354,UgxD9YFZ_AsmR5M6NfB4AaABAg,Konter Hp,2023-06-13 02:08:45+00:00,  laku enak mesin,laku enak mesin,positif,  laku enak mesin
